,Unnamed: 0,parl,id,date,speaker,text,token_count,topic_id,topic_name,topic_representation,topic_probability
1941,2200,ep,eu9_57642,2020-01-15,Sylvia Limmer,"Ebenso, dass viele Flächen dabei dauerhaft versiegelt werden, was sie nicht davon abhält, mit verlogener Inbrunst eine bessere Zertifizierung von Produkten ohne Entwaldung zu fordern. Darf ich lachen? Einerseits wird die Übernutzung der Meere beklagt, eine Beeinträchtigung von Küstenregionen beweint, andererseits schwadroniert der Grüne Deal von der großen Bedeutung der Meere für den Bau von Offshore-Windindustrieanlagen. Und diejenigen, die einst ein Verbot von Cadmium und Blei in Solarmodulen oder Schwefelhexafluorid nicht verhindert haben, greinen heute über den Einsatz von Pestiziden und sind auch die Gleichen, die nicht im Mindesten mit der Wimper zucken, wenn für den Abbau von seltenen Erden – in Batterien zum Beispiel – hochradioaktives Thorium und andere toxische Abraumprodukte in China anfallen, und jammern stattdessen in altbewährter Manier über die angeblichen Belastungen für die biologische Vielfalt durch den Klimawandel.",132,0,0_deutschland_co2_energiewende_kernenergie,"['deutschland', 'co2', 'energiewende', 'kernenergie', 'gas', 'kernkraftwerke', 'kohlekraftwerke', 'emissionen', 'grüne', 'gigawatt']",1.0
822,973,bt,sp20_1774,2022-10-20, Karsten Hilse,"Im deutschen Interesse wäre es, ohne ideologische Scheuklappen alle uns zur Verfügung stehenden Energiequellen zu nutzen: Kernenergie, Kohle und heimische Schiefergasvorkommen. Im deutschen Interesse wäre es, die Sanktionen zu beenden und Nord Stream 2 zu öffnen. Und im deutschen Interesse wäre es, endlich dieser Klimareligion abzuschwören und die falschen Propheten in die Wüste zu schicken. Vielen Dank.",57,0,0_deutschland_co2_energiewende_kernenergie,"['deutschland', 'co2', 'energiewende', 'kernenergie', 'gas', 'kernkraftwerke', 'kohlekraftwerke', 'emissionen', 'grüne', 'gigawatt']",1.0
1013,1164,bt,sp20_6215,2022-04-29, Dr. Rainer Kraft,"Ihr Gesetzentwurf legt nun dar, wie und wann Sie Besitzer kritischer Infrastruktur unter Treuhandverwaltung stellen und/oder enteignen können. Die notwendige Bedingung dazu lautet – Zitat –: wenn dem Sektor Energie dienende Aufgaben nicht erfüllt werden und eine Beeinträchtigung der Versorgungssicherheit droht. – Herzlichen Glückwunsch, Herr Staatssekretär! Sie können damit am ersten Tag nach Inkrafttreten dieses Gesetzes sämtliche Wind- und Photovoltaikanlagen in Deutschland unter Treuhand stellen oder enteignen; denn diese erfüllen ihre „im Sektor Energie dienenden Aufgaben“ niemals zufriedenstellend, und sie gefährden die Versorgungssicherheit in Deutschland permanent. Aber all Ihre staatliche Planwirtschaft bringt an dieser Stelle gar nichts. Es handelt sich nämlich um einen Systemfehler dieser minderwertigen Energieerzeugungsmethoden. Die AfD hat immer davor gewarnt. Nun geht die Energiewendesaat auf, das heißt: Nein, sie geht noch nicht auf, sie keimt gerade erst einmal.",134,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
976,1127,bt,sp20_5143,2022-05-31, Wolfgang Wiehle,"Sehr geehrter Herr Präsident! Kolleginnen und Kollegen! Der Schutz unserer Lebensgrundlagen ist Heimatschutz und schon dadurch ein Grundanliegen konservativer Politik. Er gerät zum Leidwesen von Millionen Menschen immer mehr in den Würgegriff der grundfalschen Energiewendepolitik. Auch wenn Ihr Haus, Frau Ministerin, einige Themen an Ihren Kollegen Habeck abgegeben hat, bleiben Sie zuständig für den Immissionsschutz und den Naturschutz. Im Sinne zahlloser Betroffener fordere ich Sie an dieser Stelle dazu auf, bei den Abstandsregeln für Windindustrieanlagen Härte zu zeigen. Die Beratungen im Haushaltsausschuss haben offengelegt, dass die Koalition darüber streitet. Je näher die Windräder an die Wohnhäuser rücken, desto größer wird die Belastung durch Schall und Schattenwurf. Das Landschaftsbild wird vielerorts durch die Verspargelung zerstört.",114,6,6_windindustrieanlagen_windkraftanlagen_industrieanlagen_wohnhäusern,"['windindustrieanlagen', 'windkraftanlagen', 'industrieanlagen', 'wohnhäusern', 'photovoltaikanlagen', 'naturschutz', 'vögel', 'wäldern', 'bläst sonne', 'monsteranlagen']",1.0
1028,1179,bt,sp20_6555,2022-04-27, Karsten Hilse,"So wie die Kirche im Mittelalter die Menschen mit dem Fegefeuer in Angst und Schrecken versetzte, so sind es heute Weltuntergangspropheten, die grünen Kommunisten, die die Menschen mittels Angst umerziehen wollen. Könnte man das Wort „Weltuntergang“ steigern, würde das IPCC genau das tun. Da das nicht geht, beschränkt es sich darauf, die zukünftige Welt in immer düstereren Farben zu malen – und das unverdrossen immer und immer wieder. Die grünen Kommunisten, ihre Mitläufer und die von ihnen gesteuerten Leitmedien gewähren diesem wissenschaftlich verbrämten Unsinn jedes Mal wieder ein Riesenpodium und posaunen alles ungeprüft in die Welt. Sie nutzen die Klimaideologie – ich sagte es bereits vor drei Jahren – als ein Vehikel, um letztendlich sozialistisch-kommunistische Verhältnisse einzuführen, mit all den Annehmlichkeiten, die Sozialismus immer und überall mit sich brachte: Verelendung, Unfreiheit, Umerziehung von Menschen zu obrigkeitshörigen Sklaven, Millionen Tote.",141,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
462,462,bt,sp19_2627,2020-01-31,Steffen Kotré,"Deutschland macht sich lächerlich, wenn es sich dadurch ein gutes Gewissen machen möchte, dass Atom- und Kohlekraftwerke stillgelegt werden und gleichzeitig Strom, der aus denselben Energieträgern erzeugt worden ist, aus den Nachbarländern importiert wird.",34,0,0_deutschland_co2_energiewende_kernenergie,"['deutschland', 'co2', 'energiewende', 'kernenergie', 'gas', 'kernkraftwerke', 'kohlekraftwerke', 'emissionen', 'grüne', 'gigawatt']",1.0
475,475,bt,sp19_2721,2020-03-05,Bruno Hollnagel,"Mittlerweile ist das EEG zu einem kaum beherrschbaren Monster geworden. Zudem stellt der Bundesrechnungshof dem Steuerungsmechanismus, der Koordination und der Umsetzung der Energiewende ein schlechtes Zeugnis aus. sie werden bis einschließlich dieses Jahr 407 Milliarden Euro ausmachen. Hinzu kommen die Kosten für die Energiewende; sie wird laut BDI bis zum Jahr 2050 etwa 2 300 Milliarden Euro kosten. Negativ zu Buche schlagen natürlich auch die Risiken, die durch Flatterstrom entstehen, die Gefahren einer Dunkelflaute und – last, but not least – die 700 Rotmilane, die jährlich sterben, die 200 000 Fledermäuse und die 3 600 zerschredderten Insekten.",97,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
86,86,bt,sp19_494,2018-07-03,Marc Bernhard,"Diese Zeilen aus einem Protestlied der 80er-Jahre dürften Ihnen noch im Ohr klingen, liebe Grünen. Die Geschichte des Käfers, der beim Bau einer Autobahn weichen musste, ging damals durchs ganze Land. Käferchen Karl würde sich heute allerdings im Grabe umdrehen, wenn er erleben müsste, wie Sie den Umweltschutz zugunsten einer hanebüchenen Klimapolitik verraten und verkauft haben. Bestes Beispiel ist die unübersehbare Verspargelung unserer Heimat mit sogenannten Windkraftanlagen. Pro Anlage werden allein für die Fundamente bis zu 180 Tonnen Stahlgeflecht in den Boden gesetzt und mit bis zu 1 300 Kubikmetern Stahlbeton ausgegossen – eine unvorstellbare Menge. Nehmen wir nur einmal einen Mittelwert von 1 000 Kubikmetern pro Windrad an, so haben unsere sogenannten Klimaschützer, also Sie, eine 6 860 Kilometer lange vierspurige Autobahn unter die Erde gelegt. Und was würde er wohl zur deutschen Klimapolitik sagen? Deutschland hat seine selbstgesteckten Ziele nicht erreicht. Na und?",145,6,6_windindustrieanlagen_windkraftanlagen_industrieanlagen_wohnhäusern,"['windindustrieanlagen', 'windkraftanlagen', 'industrieanlagen', 'wohnhäusern', 'photovoltaikanlagen', 'naturschutz', 'vögel', 'wäldern', 'bläst sonne', 'monsteranlagen']",1.0
1662,1921,bt,sp20_25618,2024-01-19,Albrecht Glaser,"Frau Präsidentin! Meine Damen und Herren! Aldous Huxley, ein ähnlich großer Kopf wie sein Freund Orwell, hat im letzten Jahrhundert sinngemäß gesagt: Wenn wir das Bevölkerungsproblem nicht lösen, werden alle unsere anderen Probleme unlösbar. – Hoimar von Ditfurth hat in den 80er-Jahren geschrieben – ich zitiere mit Erlaubnis der Präsidentin –: Wir müssen uns dessen bewusst sein, dass in den Medien präsentierte Katastrophenszenarien wie Klimawandel und Nahrungsmittelkrisen ausnahmslos Sekundärprobleme sind. Zitat Ende. Zu Beginn des letzten Jahrhunderts betrug die Weltbevölkerung rund 1,5 Milliarden Menschen – nicht viel mehr als 1800 –, 1925, zu Huxleys Zeit, 2 Milliarden, 1960 3 Milliarden, 2000 6 Milliarden, 2023 8 Milliarden, und in der mittleren Prognosevariante der UN für 2050 beträgt sie 10 Milliarden. Allein die Bevölkerung Afrikas wird sich von 1,3 Milliarden in der Jetztzeit bis 2050 auf 2,5 Milliarden verdoppeln.",137,2,2_klimawandel_klima_klimawandels_wissenschaftler,"['klimawandel', 'klima', 'klimawandels', 'wissenschaftler', 'menschengemacht', 'erwärmung', 'hypothese', 'natürlich', 'millionen jahren', 'klimakatastrophe']",0.6434113291009258
1454,1605,bt,sp20_17973,2024-11-13,Dr. Alice Weidel,"Die Energiewende und der Subventionsirrsinn um die sogenannten erneuerbaren Energien, der überstürzte Ausstieg aus der Kernkraft, die CO2-Abgabe, der planwirtschaftliche Krieg gegen die deutsche Automobilindustrie, die Bekämpfung der weltweit führenden Motorentechnologie und Elektroauto-Planwirtschaft, die Eurorettungspolitik und die daraus entstandene Inflation: alles Union. Die Bürger haben auch nicht vergessen, wie Sie von der Union vor gerade mal drei Jahren mit Diffamierungen gegen Ungeimpfte das Land gespalten haben. „Kein Ungeimpfter mehr im Büro“ von Friedrich Merz, „Lockdown für Ungeimpfte“ und „Impfen als moralische Verpflichtung“ von Markus Söder und „die Pandemie der Ungeimpften“ und „Ungeimpfte vom öffentlichen Leben ausschließen“ von Jens Spahn: Das alles wurde von Ihnen mitgetragen und eingeläutet. Nicht zu vergessen: die Öffnung der deutschen Grenzen für regellose, illegale Migration durch den Willkommensputsch 2015 – die Mutter aller Sünden an unserem Land.",141,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
997,1148,bt,sp20_5787,2022-05-13, Jan Wenzel Schmidt,"Die Steuersenkung wird bei denen, die es am meisten benötigen, wie immer nicht ankommen. Die Regierung hat ein soziales Herz für Großkonzerne, aber nicht für die Mehrheit der Bürger. Mit uns als sozialer Partei hätte es so etwas nicht gegeben. Soziale Politik bedeutet auch, sozial zu handeln. Wir hätten es erst gar nicht zu diesen Belastungen kommen lassen. Seit Jahren stehen wir für eine bezahlbare Energiepolitik. Als wir uns für den Fortbestand von Kern- und Kohlekraftwerken eingesetzt haben, waren Sie aus Klimahysterie dagegen. Nachdem Deutschland dank der CDU unter Merkel aus der Kernkraft ausgestiegen ist, will ausgerechnet die CDU die Kernkraft zurück. Die Ampel betreibt mit der dreimonatigen Steuersenkung nur Augenwischerei; denn auch in drei Monaten wird der schreckliche Krieg in der Ukraine nicht zu Ende sein. Die Preise werden weiterhin steigen, und das Geld unserer Bürger wird weniger. Echte soziale Politik wäre eine spürbare Steuerentlastung.",146,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
1843,2102,ep,eu9_34548,2022-03-09,Sylvia Limmer,"Statt der von mir geforderten Zertifizierung des CO2-Fußabdrucks von Batterien bis Mitte 2023 soll es lediglich bei einer CO2-Deklaration ein Jahr später bleiben. Seltsam für eine E-Mobilität, die von sich behauptet, CO2-frei zu sein! Dass man den enormen ökologischen Schäden, aber auch den absehbaren ökonomischen Abhängigkeiten mit einer Recyclingquote beikommen will, ist maximal als netter Versuch zu werten. Eine Studie kam zum Schluss: Wollte man die 32 Millionen britischer Fahrzeuge elektrifizieren, bräuchte man das Doppelte der Weltproduktion bei Kobalt und 75 Prozent der weltweiten Lithiumproduktion. Weltweit werden aber jährlich 56 Millionen Autos produziert. Außerdem befinden sich laut Analyse des Fraunhofer-Instituts vom November 2021 sämtliche Recyclingverfahren noch in den Pilotphasen und produzieren als extrem energieintensive Verfahren selbst große Mengen an CO2 und giftigen Abfallprodukten.",123,3,3_autoindustrie_synthetische kraftstoffe_elektromobilität_emissionen,"['autoindustrie', 'synthetische kraftstoffe', 'elektromobilität', 'emissionen', 'co2 emissionen', 'sogenannten verkehrswende', 'elektroautos', 'ideologische verkehrswende', 'verbrennungsmotoren', 'fahrzeuge']",0.5220334902161187
92,92,bt,sp19_508,2018-07-03,Tino Chrupalla,"Der deutsche Dämmwahn wurde von höchsten Kreisen aus CDU und SPD mit Kampagnen wie „Dämmen lohnt sich“ gefördert. Auch Zocker aus Übersee wie BlackRock haben entdeckt, dass man aus der Energiewende in Deutschland Profit schlagen kann. Die Achillesferse des Deutschen ist seine Liebe zur Natur. Dies wissen offenbar diejenigen, die die Energiewende in Deutschland zur nationalen Aufgabe erklären und den gutgläubigen Deutschen mit grüner Rhetorik das Geld aus der Tasche ziehen. Tatsächlich gibt es aber kaum etwas, das ökologisch weniger Sinn macht als die CO 2 -Gebäudesanierung.",89,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
1439,1590,bt,sp20_17612,2024-12-06,Marc Bernhard,"Es war vorher auch völlig klar, dass Ihr Heizungshammer absolut wirkungslos ist; denn selbst die optimistischsten Schätzungen des Habeck-Ministeriums gehen von einer jährlichen Einsparung von gerade mal einem einzigen Prozent der gesamten deutschen CO2-Emissionen aus – also die CO2-Menge, die China in gerade mal fünf Stunden in die Luft bläst. Und dafür zerstören Sie die Ersparnisse, die Altersvorsorge und den Wohlstand der Menschen in unserem Land? Wie wahnsinnig sind Sie eigentlich? Hätten Sie gar nichts gemacht, sondern einfach nur die letzten drei Kernkraftwerke weiterlaufen lassen, würden wir jedes Jahr – hören Sie mal zu! – 15 Millionen Tonnen CO2 einsparen, also doppelt so viel wie durch Ihren gesamten Heizungshammer.",109,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
637,637,bt,sp19_3954,2021-03-25,Andreas Mrosek,Tagebaurestlöcher müssen miteinander verbunden werden; sie können diesen Regionen eine neue Zukunft geben. Genau hier sind die Kohleausstiegsmilliarden angebracht und richtig eingesetzt.,22,0,0_deutschland_co2_energiewende_kernenergie,"['deutschland', 'co2', 'energiewende', 'kernenergie', 'gas', 'kernkraftwerke', 'kohlekraftwerke', 'emissionen', 'grüne', 'gigawatt']",1.0
1076,1227,bt,sp20_7758,2022-03-17,Steffen Kotré,"Anders als behauptet gibt es keine Abschaffung des EEGs, sondern lediglich eine Verlagerung. Die Kilowattstunde kostet bei Kohle 3 Cent, und die bei Sonne und Wind ist viel, viel teurer.",30,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
1885,2144,ep,eu9_43027,2021-06-24,Sylvia Limmer,"Sehr geehrte Frau Präsidentin, werte Kollegen! Ich lehne das Klimagesetz ab als einen Eckpfeiler des neuen politischen Glaubensdiktums, bei dem schon lange nicht mehr der Mensch und sein Wohlergehen im Zentrum stehen. Und das bedeutet gleichzeitig die endgültige Verabschiedung von einer wie auch immer gearteten Realpolitik. Ich habe daher einen Änderungsantrag mit der Ablehnung des Europäischen Klimagesetzes eingebracht. Nicht, dass ich mir auch nur ansatzweise Illusionen darüber mache – dieser Antrag wird in diesem Haus wenig Zustimmung finden. Dennoch nutze ich hier die Gelegenheit zu einer Begründung, einem Warum. Basierend auf strittigen Prinzipien wie dem ausschließlich anthropogenen Klimanotstand und der wissenschaftlich nicht bewiesenen, aber politischen These von CO2 als dem alleinigen Klimatreiber wird mit völlig inadäquaten Methoden die CO2-Reduktion mit fast kindlichem, religiösem Eifer betrieben.",125,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
252,252,bt,sp19_1410,2019-05-09,Marc Bernhard,"Egal wie viele Kohlekraftwerke wir abschalten und vor allem wie hoch die CO 2 -Steuer wäre: Wir erreichen damit nichts, rein gar nichts, außer eine noch höhere Belastung der Menschen, eine massive Wettbewerbsverzerrung gegenüber Ländern wie China und dadurch die Zerstörung von Millionen von Arbeitsplätzen in unserem Land.",48,0,0_deutschland_co2_energiewende_kernenergie,"['deutschland', 'co2', 'energiewende', 'kernenergie', 'gas', 'kernkraftwerke', 'kohlekraftwerke', 'emissionen', 'grüne', 'gigawatt']",1.0
650,650,bt,sp19_4047,2021-04-22,Marc Bernhard,"Frau Präsidentin! Meine Damen und Herren! Schon vor der Coronakrise hat die grüne Klimahysterie zu massivem Stellenabbau, Wohlstandsverlust und der Abwanderung von Unternehmen geführt. Vor allem hat diese Hysterie die Bürger und die Wirtschaft Unmengen an Geld gekostet – genau das Geld, das den Menschen jetzt in der Krise fehlt –, nämlich 500 Milliarden Euro für nutzlose Dämmmaßnahmen, für die höchsten Strompreise der Welt, für eine Steuer auf das Leben – auch „CO Nun wollen Sie von den Grünen Ihren Klimairrsinn auch noch als kommunalen Konjunkturmotor verkaufen, also Feuer mit Benzin löschen. Kommunale Unternehmen, also bereits mit Steuergeldern subventionierte Staatsbetriebe, sollen finanziell noch weiter unterstützt werden. Der Staat soll also noch mehr Geld der Bürger verkonsumieren. Was soll denn das bitte für ein Konjunkturprogramm sein? Nicht die Staatswirtschaft, sondern die hart arbeitenden Menschen sind der Motor der Wertschöpfung in Deutschland.",141,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
1194,1345,bt,sp20_10112,2023-10-12,Steffen Kotré,"Nur Deutschland ist so dumm, eine solche Politik zu verfolgen, weltweit Märkte aufzugeben, den Konsum zu subventionieren, anstatt Investitionen zu tätigen und Steuergelder ins Ausland zu transferieren. Herr Kleebank, Sie haben vorhin gesagt, Sie hätten Angst, dass die Fossilen weiterhin wettbewerbsfähig bleiben, und deswegen lehnen Sie diese CO2-Abscheidung auch ab. Das lässt tief blicken. Aber Sie haben es ja schon gesagt: Die Fossilen sind wettbewerbsfähiger als Sonne- und Windstrom. Vermutlich wollen Sie nur Sonne- und Windstrom haben, wie es heute schon angeklungen ist. Das unterstützen Sie, und das ist natürlich grundfalsch. Deswegen ist es auch falsch, wenn Sie immer von Technologieoffenheit reden. Genau an dieser Stelle wird das entlarvt. Weiter zum Antrag der CDU/CSU. Sie schreiben hier: „Die Versorgung mit bezahlbarer Energie muss gesichert und zugleich die Entwicklung hin zu einer klimaneutralen Volkswirtschaft … vorangetrieben werden.“",138,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
1822,2081,ep,eu9_29445,2022-07-05,Gunnar Beck,"Der EU Green Deal und das Programm Fit for 55 sehen vor, dass die EU bis 2050 klimaneutral werden muss. Das wird natürlich seine Folgen für Investitionen haben. Europäische Finanzinstitute und Unternehmen werden massiv in nachhaltige Technologien investieren müssen. Aber wer entscheidet, was nachhaltig ist und was nicht? Hier kommt die EU-Taxonomie ins Spiel: Sie klassifiziert alle möglichen Wirtschaftstätigkeiten in der EU nach ihrer ökologischen Nachhaltigkeit. Die Kommission schlug vor, Gas und Kernenergie als Übergangsenergiequellen zur Erreichung der CO2-Neutralität in die Taxonomie aufzunehmen. Das Europäische Parlament lehnt diese Einbeziehung entschieden ab und stimmt nun gegen die Einbeziehung von Gas und Kernenergie. Das bedeutet, dass man nicht mehr in diese Energiequellen investieren kann. Die AfD ist der festen Überzeugung, dass Gas und Atomkraft Teil der Lösung für eine grünere Wirtschaft sind, nicht Teil des Problems.",134,0,0_deutschland_co2_energiewende_kernenergie,"['deutschland', 'co2', 'energiewende', 'kernenergie', 'gas', 'kernkraftwerke', 'kohlekraftwerke', 'emissionen', 'grüne', 'gigawatt']",0.8395970374794688
1878,2137,ep,eu9_41149,2021-09-15,Jörg Meuthen,"Immer mehr Menschen können sich den Strom, das Heizen oder das Benzin für den Weg zur Arbeit gar nicht mehr leisten. Ein bitterer Vorgeschmack für unsere Nachbarländer. Ja, hören Sie gut zu, mit dem Green Deal kommt das auf Ihre Länder auch zu, verehrte Kollegen. Frau Kommissionspräsidentin, ich sage es Ihnen in aller Deutlichkeit: Sie, die EU und ganz besonders unser Heimatland Deutschland befinden sich auf einem kapitalen und historischen Irrweg. Wenn Europa als prosperierender, wirtschaftlich erfolgreicher Kontinent erhalten bleiben und gleichzeitig Ihr Ziel einer massiven CO2-Reduktion erreicht werden soll, dann geht das weder mit planwirtschaftlichen Experimenten der EU—Kommission noch mit pseudoökologischen Ansätzen der sogenannten Grünen, die unsere Landschaft mit Tausenden von Windrädern als Sakralbauten ihrer grünen Glaubensbekenntnisse zerstören. Damit steuern wir nur auf Blackouts und auf Energierationierung zu. Sondern: Das geht parallel überhaupt nur mit Hightech.",137,0,0_deutschland_co2_energiewende_kernenergie,"['deutschland', 'co2', 'energiewende', 'kernenergie', 'gas', 'kernkraftwerke', 'kohlekraftwerke', 'emissionen', 'grüne', 'gigawatt']",0.7512482040085309
243,243,bt,sp19_1381,2019-05-09,Karsten Hilse,"Alle Parteien in den Industriestaaten, ob links oder rechts, werden die CO 2 -Erderwärmungstheorie übernehmen. Dies ist eine einmalige Chance, die Luft zum Atmen zu besteuern. Weil sie damit angeblich die Welt vor dem Hitzetod bewahren, erhalten die Politiker dafür auch noch Beifall. Keine Partei wird dieser Versuchung widerstehen.",49,2,2_klimawandel_klima_klimawandels_wissenschaftler,"['klimawandel', 'klima', 'klimawandels', 'wissenschaftler', 'menschengemacht', 'erwärmung', 'hypothese', 'natürlich', 'millionen jahren', 'klimakatastrophe']",0.7301168062485336
669,671,bt,sp19_12,2021-05-20 00:00:00,Andreas Bleck,"Werter Herr Präsident! Werte Kolleginnen und Kollegen! Naturschutz ist Klimaschutz, und Klimaschutz ist Naturschutz – das behaupten jedenfalls die Grünen. Bei der Energiewende gibt es jedoch ein Spannungsfeld zwischen beiden. Windkraftanlagen töten Vögel, Fledermäuse und Insekten, Wasserkraftwerke stellen für Fische eine Barriere dar, und Biogaskraftwerke verwandeln die Kulturlandschaft in insektenschädliche Energiemais-Monokulturen. Nein, werte Kolleginnen und Kollegen, der real existierende Klimaschutz ist kein Naturschutz, und die Grünen sind keine Naturschutzpartei. Doch das heißt im Umkehrschluss natürlich nicht, dass man den von den Grünen geforderten natürlichen Klimaschutz pauschal ablehnen muss. Denn einige Forderungen wie der Ankauf von Flächen innerhalb oder im direkten Umfeld von Schutzgebieten für die Renaturierung oder die Wiedervernässung von Mooren sind unterstützenswert. Andere Forderungen sind es hingegen nicht.",119,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
700,747,bt,sp19_198,2021-06-24 00:00:00,Karsten Hilse,"Schon heute muss die Novelle zum sogenannten Klimaschutzgesetz durchgepeitscht werden, schnell noch in den Bundesrat und zum Bundespräsidenten. Dann ist uns wieder ein Riesenstück Freiheit genommen worden, sind Hunderte Milliarden völlig unnützer Kosten ohne jedweden Nutzen fürs Klima, für die Menschen im Lande, die das Ganze auch noch bezahlen müssen, festgezurrt – ein weiterer Stein auf dem Weg in Unfreiheit und Armut. Sie wissen, dass es schon lange nicht mehr ums Klima, um Klimaschutz geht. Oder wollen Sie es gar nicht wissen? Selbst die ohne eigenes Wissen hätten sich beispielsweise bei der öffentlichen Anhörung zu ebendieser Novelle schlaumachen können. Dort trat einer der weltbesten Physiker in Bezug auf Interaktion von Strahlung und Materie, also genau den Grundlagen der Atmosphärenphysik, wie sie für das Klima anzuwenden sind, auf.",127,0,0_deutschland_co2_energiewende_kernenergie,"['deutschland', 'co2', 'energiewende', 'kernenergie', 'gas', 'kernkraftwerke', 'kohlekraftwerke', 'emissionen', 'grüne', 'gigawatt']",1.0
1785,2044,ep,eu9_16896,2023-04-20,Sylvia Limmer,"Weil die Computermodelle des IPCC – einer politischen Organisation, die gegründet wurde, um den menschengemachten Klimawandel zu beweisen – viel von einer prophetischen Kristallkugel haben. Sie funktionieren nämlich nach dem Prinzip garbage in, garbage out, sind also nur so schlau wie der Programmierer und spucken, gefüttert mit den Daten des CO2-Endzeitmoleküls, brav die gewünschten Klimakatastrophen aus. Aber sie scheitern regelmäßig – und das ausnahmsweise auch sehr zuverlässig – an der Berechnung des Klimas von gestern und vorgestern, wie übrigens jeder anständige Wahrsager. Und mehr muss man nicht wissen.",88,2,2_klimawandel_klima_klimawandels_wissenschaftler,"['klimawandel', 'klima', 'klimawandels', 'wissenschaftler', 'menschengemacht', 'erwärmung', 'hypothese', 'natürlich', 'millionen jahren', 'klimakatastrophe']",1.0
1953,2212,ep,eu9_63016,2019-09-17,Sylvia Limmer,"Während sich also die Klimaoberaufseher in den schönsten Urlaubszielen versammeln – Marrakesch, Lima in Peru, Südafrika, Bali 2007 und so weiter und so fort – und dabei immer neue Horrorszenarien am dräuenden Horizont entdecken, sorgen sie zu Hause dafür, dass dem Bürger Flugreisen immer unmöglicher werden, Autos als Mittel der freien individuellen Fortbewegung eingeschränkt werden und natürlich das böse Fleischessen verboten wird – um nur einiges zu nennen. Übrigens, falls es diesbezüglich Fragen gibt: Ja, ich bin dieses Mal im Dezember in Chile dabei, aber CO2 ist dort ganz sicher nicht mein größtes Problem. Vielen Dank, sehr geehrtes EU-Publikum, für heute habe ich fertig.",104,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
524,524,bt,sp19_3149,2020-09-17,Marc Bernhard,"Herr Präsident! Sehr geehrte Kollegen! 4 000 Euro muss eine vierköpfige Familie jedes Jahr für Ihre Idee, dass Deutschland im nationalen Alleingang die Welt retten könnte, bezahlen. Allein für Ihre sogenannte Energiewende wird jede vierköpfige Familie bis zum Jahr 2025  25 000 Euro bezahlt haben. Und wofür das Ganze? Dafür, dass sich der CO Ihr eigenes Pariser Klimaabkommen macht endgültig eindrücklich klar, dass all Ihre Belastungen der Bürger für das Weltklima völlig nutzlos sind; denn der deutsche Anteil am menschengemachten CO Trotzdem sind Ihnen die ganzen Belastungen der Menschen immer noch nicht genug. Sie fabulieren gemeinsam mit Frau von der Leyen über einen sogenannten Green Deal, der die Menschen in der EU 3 000 Milliarden Euro kosten soll. Das bedeutet für eine vierköpfige Familie in Deutschland noch mal eine zusätzliche weitere sinnlose Belastung von 4 000 Euro pro Jahr für Ihre Klimahysterie.",142,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
